age,fare,age_z,fare_z
54.0,14.0,1.902107981829792,-0.36434158680272316
31.0,164.8667,0.12982713461093673,2.67306694386133
40.0,134.5,0.8233283356965757,2.061692308980895
22.0,7.25,-0.5636740664747023,-0.5002397510893574
27.0,7.8958,-0.17839562142712506,-0.48723782005286725
30.0,12.35,0.052771445601421274,-0.3975611380727893
22.0,29.0,-0.5636740664747023,-0.06234566616575826
28.0,69.55,-0.10133993241760961,0.7540499726228369
36.0,135.6333,0.5151055796585139,2.084509107438086
61.0,6.2375,2.4414978048964002,-0.5206244757323525
36.0,13.0,0.5151055796585139,-0.38447464817852084
31.0,20.525,0.12982713461093673,-0.23297336132564347
16.0,57.9792,-1.026008200531795,0.5210943460557573
28.0,23.25,-0.10133993241760961,-0.17811076907659482
45.5,28.5,1.2471346252489106,-0.07241219685365709
38.0,153.4625,0.6692169576775449,2.443465485319458
16.0,18.0,-1.026008200531795,-0.28380934129953256
28.0,133.65,-0.10133993241760961,2.044579206811467
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
29.0,66.6,-0.024284243408094167,0.6946574415642337
41.0,134.5,0.9003840247060911,2.061692308980895
45.0,8.05,1.208606780744153,-0.4841333019887193
45.0,35.5,1.208606780744153,0.06851923277692655
2.0,26.0,-2.104787846665011,-0.12274485029315124
24.0,263.0,-0.4095626884556714,4.648790695770894
28.0,13.0,-0.10133993241760961,-0.38447464817852084
25.0,13.0,-0.3325069994461559,-0.38447464817852084
36.0,13.0,0.5151055796585139,-0.38447464817852084
24.0,13.0,-0.4095626884556714,-0.38447464817852084
40.0,13.0,0.8233283356965757,-0.38447464817852084
28.0,16.1,-0.10133993241760961,-0.3220621579135481
3.0,15.9,-2.0277321576554956,-0.32608877018870763
42.0,8.6625,0.9774397137156066,-0.4718018018960432
23.0,9.225,-0.4866183774651868,-0.460476954872157
28.0,35.0,-0.10133993241760961,0.05845270208902771
15.0,7.2292,-1.1030638895413103,-0.500658518765974
25.0,17.8,-0.3325069994461559,-0.28783595357469205
28.0,7.225,-0.10133993241760961,-0.5007430776237524
28.0,9.5,-0.10133993241760961,-0.4549403629938127
22.0,55.0,-0.5636740664747023,0.46111392960498093
38.0,13.0,0.6692169576775449,-0.38447464817852084
28.0,7.8792,-0.10133993241760961,-0.4875720288717055
28.0,7.8792,-0.10133993241760961,-0.4875720288717055
40.0,27.9,0.8233283356965757,-0.08449203367913571
29.0,27.7208,-0.024284243408094167,-0.08809987827767862
45.0,14.4542,1.208606780744153,-0.3551971503258359
35.0,7.05,0.4380498906489985,-0.5042663633645169
28.0,15.5,-0.10133993241760961,-0.33414199473902667
30.0,7.25,0.052771445601421274,-0.5002397510893574
60.0,75.25,2.3644421158868845,0.8688084224648837
28.0,7.2292,-0.10133993241760961,-0.500658518765974
28.0,7.75,-0.10133993241760961,-0.49017322040145855
24.0,69.3,-0.4095626884556714,0.7490167072788875
25.0,55.4417,-0.3325069994461559,0.4700067028146707
18.0,6.4958,-0.871896822512764,-0.515424105978984
19.0,8.05,-0.7948411335032486,-0.4841333019887193
22.0,135.6333,-0.5636740664747023,2.084509107438086
3.0,21.075,-2.0277321576554956,-0.22190017756895475
28.0,82.1708,-0.10133993241760961,1.008145313634504
22.0,7.25,-0.5636740664747023,-0.5002397510893574
27.0,211.5,-0.17839562142712506,3.6119380349173147
20.0,4.0125,-0.7177854444937332,-0.5654205372935024
19.0,7.775,-0.7948411335032486,-0.48966989386706367
42.0,227.525,0.9774397137156066,3.9345703434644728
1.0,15.7417,-2.1818435356745267,-0.3292758338044964
32.0,7.925,0.20688282362045216,-0.48664993466069395
35.0,52.0,0.4380498906489985,0.40071474547758795
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
18.0,73.5,-0.871896822512764,0.8335755650572377
1.0,46.9,-2.1818435356745267,0.29803613246101984
36.0,13.0,0.5151055796585139,-0.38447464817852084
28.0,7.7292,-0.10133993241760961,-0.4905919880780752
17.0,12.0,-0.9489525115222794,-0.4046077095543185
36.0,120.0,0.5151055796585139,1.769762919031829
21.0,7.7958,-0.6407297554842177,-0.489251126190447
28.0,7.925,-0.10133993241760961,-0.48664993466069395
23.0,113.275,-0.4866183774651868,1.6343680812795898
24.0,16.7,-0.4095626884556714,-0.3099823210880695
22.0,7.7958,-0.5636740664747023,-0.489251126190447
31.0,7.8542,0.12982713461093673,-0.4880753554061005
46.0,26.0,1.2856624697536683,-0.12274485029315124
23.0,10.5,-0.4866183774651868,-0.434807301618015
28.0,12.65,-0.10133993241760961,-0.39152121966005005
39.0,7.925,0.7462726466870603,-0.48664993466069395
26.0,8.05,-0.2554513104366405,-0.4841333019887193
21.0,9.825,-0.6407297554842177,-0.4483971180466784
28.0,15.85,-0.10133993241760961,-0.32709542325749746
20.0,8.6625,-0.7177854444937332,-0.4718018018960432
34.0,21.0,0.36099420163948304,-0.22341015717213955
51.0,7.75,1.6709409148012455,-0.49017322040145855
3.0,18.75,-2.0277321576554956,-0.2687095452676843
21.0,7.775,-0.6407297554842177,-0.48966989386706367
28.0,25.4667,-0.10133993241760961,-0.13348181192486414
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
28.0,6.8583,-0.10133993241760961,-0.5081258712302573
33.0,90.0,0.2839385126299676,1.1657710777578991
28.0,0.0,-0.10133993241760961,-0.6462044460638905
44.0,7.925,1.1315510917346374,-0.48664993466069395
28.0,8.05,-0.10133993241760961,-0.4841333019887193
34.0,32.5,0.36099420163948304,0.008120048649533558
18.0,13.0,-0.871896822512764,-0.38447464817852084
30.0,13.0,0.052771445601421274,-0.38447464817852084
10.0,24.15,-1.4883423345888875,-0.15999101383837694
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
21.0,7.7333,-0.6407297554842177,-0.4905094425264344
29.0,7.875,-0.024284243408094167,-0.4876565877294839
28.0,14.4,-0.10133993241760961,-0.3562883622524042
18.0,20.2125,-0.871896822512764,-0.23926494300558024
28.0,7.25,-0.10133993241760961,-0.5002397510893574
28.0,26.0,-0.10133993241760961,-0.12274485029315124
19.0,26.0,-0.7948411335032486,-0.12274485029315124
28.0,7.75,-0.10133993241760961,-0.49017322040145855
32.0,8.05,0.20688282362045216,-0.4841333019887193
28.0,26.55,-0.10133993241760961,-0.11167166653646252
28.0,16.1,-0.10133993241760961,-0.3220621579135481
42.0,26.0,0.9774397137156066,-0.12274485029315124
17.0,7.125,-0.9489525115222794,-0.5027563837613321
50.0,55.9,1.5938852257917302,0.47923368484319884
14.0,120.0,-1.1801195785508258,1.769762919031829
21.0,34.375,-0.6407297554842177,0.045869538729154176
24.0,18.75,-0.4095626884556714,-0.2687095452676843
64.0,263.0,2.6726648719249466,4.648790695770894
31.0,10.5,0.12982713461093673,-0.434807301618015
45.0,26.25,1.208606780744153,-0.11771158494920184
20.0,9.5,-0.7177854444937332,-0.4549403629938127
25.0,7.775,-0.3325069994461559,-0.48966989386706367
28.0,13.0,-0.10133993241760961,-0.38447464817852084
28.0,8.1125,-0.10133993241760961,-0.4828749856527319
4.0,81.8583,-1.9506764686459803,1.0018537319545673
13.0,19.5,-1.2571752675603414,-0.25360974923583607
34.0,26.55,0.36099420163948304,-0.11167166653646252
5.0,19.2583,-1.8736207796364648,-0.25847591017036636
52.0,30.5,1.747996603810761,-0.032146074102061765
36.0,27.75,0.5151055796585139,-0.08751199288550533
28.0,19.9667,-0.10133993241760961,-0.24421364949175128
30.0,27.75,0.052771445601421274,-0.08751199288550533
49.0,89.1042,1.5168295367822147,1.1477358813774596
28.0,8.05,-0.10133993241760961,-0.4841333019887193
29.0,7.8958,-0.024284243408094167,-0.48723782005286725
65.0,26.55,2.749720560934462,-0.11167166653646252
28.0,51.8625,-0.10133993241760961,0.39794644953841574
50.0,10.5,1.5938852257917302,-0.434807301618015
28.0,7.75,-0.10133993241760961,-0.49017322040145855
48.0,26.55,1.4397738477726993,-0.11167166653646252
34.0,8.05,0.36099420163948304,-0.4841333019887193
47.0,38.5,1.3627181587631838,0.12891841690431952
48.0,13.0,1.4397738477726993,-0.38447464817852084
28.0,8.05,-0.10133993241760961,-0.4841333019887193
38.0,7.05,0.6692169576775449,-0.5042663633645169
28.0,0.0,-0.10133993241760961,-0.6462044460638905
56.0,26.55,2.0562193598488228,-0.11167166653646252
28.0,7.725,-0.10133993241760961,-0.4906765469358535
0.75,19.2583,-2.2011074579269057,-0.25847591017036636
28.0,7.25,-0.10133993241760961,-0.5002397510893574
38.0,8.6625,0.6692169576775449,-0.4718018018960432
33.0,27.75,0.2839385126299676,-0.08751199288550533
23.0,13.7917,-0.4866183774651868,-0.36853530348730185
22.0,9.8375,-0.5636740664747023,-0.448145454779481
28.0,52.0,-0.10133993241760961,0.40071474547758795
34.0,21.0,0.36099420163948304,-0.22341015717213955
29.0,7.0458,-0.024284243408094167,-0.5043509222222953
22.0,7.5208,-0.5636740664747023,-0.49478771806879135
2.0,12.2875,-2.104787846665011,-0.39881945440877664
9.0,46.9,-1.565398023598403,0.29803613246101984
28.0,0.0,-0.10133993241760961,-0.6462044460638905
50.0,8.05,1.5938852257917302,-0.4841333019887193
63.0,9.5875,2.5956091829154313,-0.4531787201234304
25.0,91.0792,-0.3325069994461559,1.1874986775946599
28.0,25.4667,-0.10133993241760961,-0.13348181192486414
35.0,90.0,0.4380498906489985,1.1657710777578991
58.0,29.7,2.210330737867854,-0.04825252320269991
30.0,8.05,0.052771445601421274,-0.4841333019887193
9.0,15.9,-1.565398023598403,-0.32608877018870763
28.0,19.9667,-0.10133993241760961,-0.24421364949175128
21.0,7.25,-0.6407297554842177,-0.5002397510893574
55.0,30.5,1.9791636708393074,-0.032146074102061765
71.0,49.5042,3.2120546949915547,0.3504666508958721
21.0,8.05,-0.6407297554842177,-0.4841333019887193
28.0,14.4583,-0.10133993241760961,-0.3551146047741951
54.0,78.2667,1.902107981829792,0.9295438287172524
28.0,15.1,-0.10133993241760961,-0.3421952192893457
25.0,151.55,-0.3325069994461559,2.404961005438245
24.0,7.7958,-0.4095626884556714,-0.489251126190447
17.0,8.6625,-0.9489525115222794,-0.4718018018960432
21.0,7.75,-0.6407297554842177,-0.49017322040145855
28.0,7.6292,-0.10133993241760961,-0.4926052942156549
37.0,9.5875,0.5921612686680294,-0.4531787201234304
16.0,86.5,-1.026008200531795,1.0953053629426073
18.0,108.9,-0.871896822512764,1.546285937760475
33.0,26.0,0.2839385126299676,-0.12274485029315124
28.0,26.55,-0.10133993241760961,-0.11167166653646252
