survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,alive,alone,age_z,fare_z
1,3,male,28.0,0,0,7.2292,C,Third,man,True,yes,True,-0.10133993241760961,-0.500658518765974
0,3,male,21.0,0,0,8.05,S,Third,man,True,no,True,-0.6407297554842177,-0.4841333019887193
0,3,female,18.0,2,0,18.0,S,Third,woman,False,no,False,-0.871896822512764,-0.28380934129953256
1,3,female,14.0,1,0,11.2417,C,Third,child,False,yes,False,-1.1801195785508258,-0.41987460999558585
0,3,female,40.0,1,0,9.475,S,Third,woman,False,no,False,0.8233283356965757,-0.4554436895282076
0,2,female,27.0,1,0,21.0,S,Second,woman,False,no,False,-0.17839562142712506,-0.22341015717213955
0,3,male,28.0,0,0,7.8958,C,Third,man,True,no,True,-0.10133993241760961,-0.48723782005286725
1,2,female,3.0,1,2,41.5792,C,Second,child,False,yes,False,-2.0277321576554956,0.1909121394926757
1,3,female,19.0,0,0,7.8792,Q,Third,woman,False,yes,True,-0.7948411335032486,-0.4875720288717055
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,-0.10133993241760961,-0.4841333019887193
0,3,male,28.0,1,0,15.5,Q,Third,man,True,no,False,-0.10133993241760961,-0.33414199473902667
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,yes,True,-0.10133993241760961,-0.49017322040145855
0,3,male,28.0,2,0,21.6792,C,Third,man,True,no,False,-0.10133993241760961,-0.20973578188569775
0,3,female,18.0,1,0,17.8,S,Third,woman,False,no,False,-0.871896822512764,-0.28783595357469205
0,3,male,7.0,4,1,39.6875,S,Third,child,False,no,False,-1.719509401617434,0.15282642728807924
0,3,male,21.0,0,0,7.8,S,Third,man,True,no,True,-0.6407297554842177,-0.48916656733266867
1,1,female,49.0,1,0,76.7292,C,First,woman,False,yes,False,1.5168295367822147,0.8985892468519636
1,2,female,29.0,1,0,26.0,S,Second,woman,False,yes,False,-0.024284243408094167,-0.12274485029315124
0,1,male,65.0,0,1,61.9792,C,First,man,True,no,False,2.749720560934462,0.6016265915589479
1,1,male,28.0,0,0,35.5,S,First,man,True,yes,True,-0.10133993241760961,0.06851923277692655
1,2,female,21.0,0,0,10.5,S,Second,woman,False,yes,True,-0.6407297554842177,-0.434807301618015
0,3,male,28.5,0,0,7.2292,C,Third,man,True,no,True,-0.0628120879128519,-0.500658518765974
1,2,female,5.0,1,2,27.75,S,Second,child,False,yes,False,-1.8736207796364648,-0.08751199288550533
0,3,male,11.0,5,2,46.9,S,Third,child,False,no,False,-1.4112866455793722,0.29803613246101984
0,3,male,22.0,0,0,7.2292,C,Third,man,True,no,True,-0.5636740664747023,-0.500658518765974
0,1,male,45.0,1,0,83.475,S,First,man,True,no,False,1.208606780744153,1.0344028522808193
0,3,male,4.0,3,2,27.9,S,Third,child,False,no,False,-1.9506764686459803,-0.08449203367913571
0,1,male,28.0,0,0,27.7208,C,First,man,True,no,True,-0.10133993241760961,-0.08809987827767862
1,3,male,28.0,1,1,15.2458,C,Third,man,True,yes,False,-0.10133993241760961,-0.33925981894075447
1,2,female,29.0,0,0,10.5,S,Second,woman,False,yes,True,-0.024284243408094167,-0.434807301618015
0,3,male,19.0,0,0,8.1583,S,Third,man,True,no,True,-0.7948411335032486,-0.4819528914417204
1,3,female,17.0,4,2,7.925,S,Third,woman,False,yes,False,-0.9489525115222794,-0.48664993466069395
0,3,male,26.0,2,0,8.6625,S,Third,man,True,no,False,-0.2554513104366405,-0.4718018018960432
0,2,male,32.0,0,0,10.5,S,Second,man,True,no,True,0.20688282362045216,-0.434807301618015
0,3,female,16.0,5,2,46.9,S,Third,woman,False,no,False,-1.026008200531795,0.29803613246101984
0,2,male,21.0,0,0,73.5,S,Second,man,True,no,True,-0.6407297554842177,0.8335755650572377
0,3,male,26.0,1,0,14.4542,C,Third,man,True,no,False,-0.2554513104366405,-0.3551971503258359
1,3,male,32.0,0,0,56.4958,S,Third,man,True,yes,True,0.20688282362045216,0.4912289628108992
0,3,male,25.0,0,0,7.65,S,Third,man,True,no,True,-0.3325069994461559,-0.4921865265390384
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,-0.10133993241760961,-0.48723782005286725
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,-0.10133993241760961,-0.4841333019887193
1,2,male,0.83,0,2,29.0,S,Second,child,False,yes,False,-2.1949430028061445,-0.06234566616575826
1,3,female,30.0,0,0,12.475,S,Third,woman,False,yes,True,0.052771445601421274,-0.3950445054008146
0,3,male,22.0,0,0,9.0,S,Third,man,True,no,True,-0.5636740664747023,-0.4650068936817115
1,3,male,29.0,0,0,9.5,S,Third,man,True,yes,True,-0.024284243408094167,-0.4549403629938127
1,3,female,28.0,0,0,7.7875,Q,Third,woman,False,yes,True,-0.10133993241760961,-0.4894182305998661
0,1,male,28.0,0,0,47.1,S,First,man,True,no,True,-0.10133993241760961,0.30206274473617944
1,2,female,17.0,0,0,10.5,S,Second,woman,False,yes,True,-0.9489525115222794,-0.434807301618015
1,3,female,33.0,3,0,15.85,S,Third,woman,False,yes,False,0.2839385126299676,-0.32709542325749746
0,3,male,16.0,1,3,34.375,S,Third,man,True,no,False,-1.026008200531795,0.045869538729154176
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,-0.10133993241760961,-0.4841333019887193
1,1,female,23.0,3,2,263.0,S,First,woman,False,yes,False,-0.4866183774651868,4.648790695770894
0,3,male,24.0,0,0,8.05,S,Third,man,True,no,True,-0.4095626884556714,-0.4841333019887193
0,3,male,29.0,0,0,8.05,S,Third,man,True,no,True,-0.024284243408094167,-0.4841333019887193
0,3,male,20.0,0,0,7.8542,S,Third,man,True,no,True,-0.7177854444937332,-0.4880753554061005
0,1,male,46.0,1,0,61.175,S,First,man,True,no,False,1.2856624697536683,0.5854355836005315
0,3,male,26.0,1,2,20.575,S,Third,man,True,no,False,-0.2554513104366405,-0.2319667082568536
0,3,male,59.0,0,0,7.25,S,Third,man,True,no,True,2.287386426877369,-0.5002397510893574
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,-0.10133993241760961,-0.4841333019887193
0,1,male,71.0,0,0,34.6542,C,First,man,True,no,True,3.2120546949915547,0.05149068946527694
1,1,male,23.0,0,1,63.3583,C,First,man,True,yes,False,-0.4866183774651868,0.6293920965023105
1,2,female,34.0,0,1,23.0,S,Second,woman,False,yes,False,0.36099420163948304,-0.18314403442054422
0,2,male,34.0,1,0,26.0,S,Second,man,True,no,False,0.36099420163948304,-0.12274485029315124
0,3,female,28.0,0,0,7.8958,S,Third,woman,False,no,True,-0.10133993241760961,-0.48723782005286725
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,-0.10133993241760961,-0.48723782005286725
0,1,male,21.0,0,1,77.2875,S,First,man,True,no,False,-0.6407297554842177,0.9098295350180712
0,3,male,33.0,0,0,8.6542,S,Third,man,True,no,True,0.2839385126299676,-0.47196890630546234
0,3,male,37.0,2,0,7.925,S,Third,man,True,no,False,0.5921612686680294,-0.48664993466069395
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,-0.10133993241760961,-0.48723782005286725
1,3,female,21.0,0,0,7.65,S,Third,woman,False,yes,True,-0.6407297554842177,-0.4921865265390384
1,3,male,28.0,0,0,7.775,S,Third,man,True,yes,True,-0.10133993241760961,-0.48966989386706367
0,3,male,38.0,0,0,7.8958,S,Third,man,True,no,True,0.6692169576775449,-0.48723782005286725
1,3,female,28.0,1,0,24.15,Q,Third,woman,False,yes,False,-0.10133993241760961,-0.15999101383837694
0,1,male,47.0,0,0,52.0,S,First,man,True,no,True,1.3627181587631838,0.40071474547758795
0,3,female,14.5,1,0,14.4542,C,Third,child,False,no,False,-1.1415917340460682,-0.3551971503258359
0,3,male,22.0,0,0,8.05,S,Third,man,True,no,True,-0.5636740664747023,-0.4841333019887193
0,3,female,20.0,1,0,9.825,S,Third,woman,False,no,False,-0.7177854444937332,-0.4483971180466784
0,3,female,17.0,0,0,14.4583,C,Third,woman,False,no,True,-0.9489525115222794,-0.3551146047741951
0,3,male,21.0,0,0,7.925,S,Third,man,True,no,True,-0.6407297554842177,-0.48664993466069395
0,3,male,70.5,0,0,7.75,Q,Third,man,True,no,True,3.173526850486797,-0.49017322040145855
0,2,male,29.0,1,0,21.0,S,Second,man,True,no,False,-0.024284243408094167,-0.22341015717213955
0,1,male,24.0,0,1,247.5208,C,First,man,True,no,False,-0.4095626884556714,4.337147012122648
0,3,female,2.0,4,2,31.275,S,Third,child,False,no,False,-2.104787846665011,-0.016542951535818605
0,2,male,21.0,2,0,73.5,S,Second,man,True,no,False,-0.6407297554842177,0.8335755650572377
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,-0.10133993241760961,-0.4841333019887193
0,2,male,32.5,1,0,30.0708,C,Second,man,True,no,False,0.2454106681252099,-0.040787184044554156
1,2,female,32.5,0,0,13.0,S,Second,woman,False,yes,True,0.2454106681252099,-0.38447464817852084
0,1,male,54.0,0,1,77.2875,S,First,man,True,no,False,1.902107981829792,0.9098295350180712
1,3,male,12.0,1,0,11.2417,C,Third,child,False,yes,False,-1.3342309565698567,-0.41987460999558585
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,-0.10133993241760961,-0.49017322040145855
1,3,male,24.0,0,0,7.1417,S,Third,man,True,yes,True,-0.4095626884556714,-0.5024201616363563
1,3,female,28.0,1,1,22.3583,C,Third,woman,False,yes,False,-0.10133993241760961,-0.19606341990539358
0,3,male,45.0,0,0,6.975,S,Third,man,True,no,True,1.208606780744153,-0.5057763429677017
0,3,male,33.0,0,0,7.8958,C,Third,man,True,no,True,0.2839385126299676,-0.48723782005286725
0,3,male,20.0,0,0,7.05,S,Third,man,True,no,True,-0.7177854444937332,-0.5042663633645169
0,3,female,47.0,1,0,14.5,S,Third,woman,False,no,False,1.3627181587631838,-0.35427505611482435
1,2,female,29.0,1,0,26.0,S,Second,woman,False,yes,False,-0.024284243408094167,-0.12274485029315124
0,2,male,25.0,0,0,13.0,S,Second,man,True,no,True,-0.3325069994461559,-0.38447464817852084
0,2,male,23.0,0,0,15.0458,C,Second,man,True,no,True,-0.4866183774651868,-0.343286431215914
1,1,female,19.0,0,2,26.2833,S,First,woman,False,yes,False,-0.7948411335032486,-0.11704115400538775
0,1,male,37.0,1,0,53.1,S,First,man,True,no,False,0.5921612686680294,0.4228611129909654
0,3,male,16.0,0,0,9.2167,S,Third,man,True,no,True,-1.026008200531795,-0.46064405928157615
0,1,male,24.0,0,0,79.2,C,First,man,True,no,True,-0.4095626884556714,0.9483340148992845
0,3,female,28.0,0,2,15.2458,C,Third,woman,False,no,False,-0.10133993241760961,-0.33925981894075447
1,3,female,22.0,0,0,7.75,S,Third,woman,False,yes,True,-0.5636740664747023,-0.49017322040145855
1,3,female,24.0,1,0,15.85,S,Third,woman,False,yes,False,-0.4095626884556714,-0.32709542325749746
0,3,male,19.0,0,0,6.75,Q,Third,man,True,no,True,-0.7948411335032486,-0.5103062817772562
0,2,male,18.0,0,0,11.5,S,Second,man,True,no,True,-0.871896822512764,-0.41467424024221733
0,2,male,19.0,1,1,36.75,S,Second,man,True,no,False,-0.7948411335032486,0.09368555949667362
1,3,male,27.0,0,0,7.7958,S,Third,man,True,yes,True,-0.17839562142712506,-0.489251126190447
0,3,female,9.0,2,2,34.375,S,Third,child,False,no,False,-1.565398023598403,0.045869538729154176
0,2,male,36.5,0,2,26.0,S,Second,man,True,no,False,0.5536334241632717,-0.12274485029315124
0,2,male,42.0,0,0,13.0,S,Second,man,True,no,True,0.9774397137156066,-0.38447464817852084
0,2,male,51.0,0,0,12.525,S,Second,man,True,no,True,1.6709409148012455,-0.39403785233202476
1,1,female,22.0,1,0,66.6,S,First,woman,False,yes,False,-0.5636740664747023,0.6946574415642337
0,3,male,55.5,0,0,8.05,S,Third,man,True,no,True,2.017691515344065,-0.4841333019887193
0,3,male,40.5,0,2,14.5,S,Third,man,True,no,False,0.8618561802013335,-0.35427505611482435
0,3,male,28.0,0,0,7.3125,S,Third,man,True,no,True,-0.10133993241760961,-0.49898143475337003
0,1,male,51.0,0,1,61.3792,C,First,man,True,no,False,1.6709409148012455,0.5895467547334693
1,3,female,16.0,0,0,7.7333,Q,Third,woman,False,yes,True,-1.026008200531795,-0.4905094425264344
0,3,male,30.0,0,0,8.05,S,Third,man,True,no,True,0.052771445601421274,-0.4841333019887193
0,3,male,28.0,0,0,8.6625,S,Third,man,True,no,True,-0.10133993241760961,-0.4718018018960432
0,3,male,28.0,8,2,69.55,S,Third,man,True,no,False,-0.10133993241760961,0.7540499726228369
0,3,male,44.0,0,1,16.1,S,Third,man,True,no,False,1.1315510917346374,-0.3220621579135481
1,2,female,40.0,0,0,15.75,S,Second,woman,False,yes,True,0.8233283356965757,-0.3291087293950773
0,3,male,26.0,0,0,7.775,S,Third,man,True,no,True,-0.2554513104366405,-0.48966989386706367
0,3,male,17.0,0,0,8.6625,S,Third,man,True,no,True,-0.9489525115222794,-0.4718018018960432
0,3,male,1.0,4,1,39.6875,S,Third,child,False,no,False,-2.1818435356745267,0.15282642728807924
1,3,male,9.0,0,2,20.525,S,Third,child,False,yes,False,-1.565398023598403,-0.23297336132564347
1,1,female,28.0,0,1,55.0,S,First,woman,False,yes,False,-0.10133993241760961,0.46111392960498093
0,3,female,45.0,1,4,27.9,S,Third,woman,False,no,False,1.208606780744153,-0.08449203367913571
0,1,male,28.0,0,0,25.925,S,First,man,True,no,True,-0.10133993241760961,-0.12425482989633606
0,3,male,28.0,0,0,56.4958,S,Third,man,True,no,True,-0.10133993241760961,0.4912289628108992
0,1,male,61.0,0,0,33.5,S,First,man,True,no,True,2.4414978048964002,0.02825311002533122
0,3,male,4.0,4,1,29.125,Q,Third,child,False,no,False,-1.9506764686459803,-0.05982903349378355
1,3,female,1.0,1,1,11.1333,S,Third,child,False,yes,False,-2.1818435356745267,-0.4220570338487224
0,3,male,21.0,0,0,7.925,S,Third,man,True,no,True,-0.6407297554842177,-0.48664993466069395
0,1,male,56.0,0,0,30.6958,C,First,man,True,no,True,2.0562193598488228,-0.028204020684680614
0,3,male,18.0,1,1,7.8542,S,Third,man,True,no,False,-0.871896822512764,-0.4880753554061005
0,3,male,28.0,3,1,25.4667,S,Third,man,True,no,False,-0.10133993241760961,-0.13348181192486414
0,1,female,50.0,0,0,28.7125,C,First,woman,False,no,True,1.5938852257917302,-0.06813392131130011
0,2,male,30.0,0,0,13.0,S,Second,man,True,no,True,0.052771445601421274,-0.38447464817852084
0,3,male,36.0,0,0,0.0,S,Third,man,True,no,True,0.5151055796585139,-0.6462044460638905
0,3,female,28.0,8,2,69.55,S,Third,woman,False,no,False,-0.10133993241760961,0.7540499726228369
0,2,male,28.0,0,0,15.05,C,Second,man,True,no,True,-0.10133993241760961,-0.34320187235813565
0,3,male,9.0,4,2,31.3875,S,Third,child,False,no,False,-1.565398023598403,-0.014277982131041355
1,2,male,1.0,2,1,39.0,S,Second,child,False,yes,False,-2.1818435356745267,0.13898494759221836
1,3,female,4.0,0,2,22.025,S,Third,child,False,yes,False,-1.9506764686459803,-0.20277376926194698
0,1,male,28.0,0,0,50.0,S,First,man,True,no,True,-0.10133993241760961,0.36044862272599265
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,yes,False,-0.10133993241760961,-0.33414199473902667
1,1,male,45.0,0,0,26.55,S,First,man,True,yes,True,1.208606780744153,-0.11167166653646252
0,3,male,40.0,1,1,15.5,Q,Third,man,True,no,False,0.8233283356965757,-0.33414199473902667
0,3,male,36.0,0,0,7.8958,S,Third,man,True,no,True,0.5151055796585139,-0.48723782005286725
1,2,female,32.0,0,0,13.0,S,Second,woman,False,yes,True,0.20688282362045216,-0.38447464817852084
0,2,male,19.0,0,0,13.0,S,Second,man,True,no,True,-0.7948411335032486,-0.38447464817852084
1,3,female,19.0,1,0,7.8542,S,Third,woman,False,yes,False,-0.7948411335032486,-0.4880753554061005
1,2,male,3.0,1,1,26.0,S,Second,child,False,yes,False,-2.0277321576554956,-0.12274485029315124
1,1,female,44.0,0,0,27.7208,C,First,woman,False,yes,True,1.1315510917346374,-0.08809987827767862
1,1,female,58.0,0,0,146.5208,C,First,woman,False,yes,True,2.210330737867854,2.3037078131670836
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,-0.10133993241760961,-0.49017322040145855
0,3,male,42.0,0,1,8.4042,S,Third,man,True,no,False,0.9774397137156066,-0.4770021716494118
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,yes,True,-0.10133993241760961,-0.49017322040145855
0,2,female,24.0,0,0,13.0,S,Second,woman,False,no,True,-0.4095626884556714,-0.38447464817852084
0,3,male,28.0,0,0,9.5,S,Third,man,True,no,True,-0.10133993241760961,-0.4549403629938127
0,3,male,28.0,8,2,69.55,S,Third,man,True,no,False,-0.10133993241760961,0.7540499726228369
0,3,male,34.0,0,0,6.4958,S,Third,man,True,no,True,0.36099420163948304,-0.515424105978984
0,3,male,45.5,0,0,7.225,C,Third,man,True,no,True,1.2471346252489106,-0.5007430776237524
1,3,male,18.0,0,0,8.05,S,Third,man,True,yes,True,-0.871896822512764,-0.4841333019887193
0,3,female,2.0,0,1,10.4625,S,Third,child,False,no,False,-2.104787846665011,-0.43556229141960745
0,3,male,32.0,1,0,15.85,S,Third,man,True,no,False,0.20688282362045216,-0.32709542325749746
1,3,male,26.0,0,0,18.7875,C,Third,man,True,yes,True,-0.2554513104366405,-0.26795455546609187
1,3,female,16.0,0,0,7.75,Q,Third,woman,False,yes,True,-1.026008200531795,-0.49017322040145855
1,1,male,40.0,0,0,31.0,C,First,man,True,yes,True,0.8233283356965757,-0.022079543414162937
0,3,male,24.0,0,0,7.05,S,Third,man,True,no,True,-0.4095626884556714,-0.5042663633645169
1,2,female,35.0,0,0,21.0,S,Second,woman,False,yes,True,0.4380498906489985,-0.22341015717213955
0,3,male,22.0,0,0,7.25,S,Third,man,True,no,True,-0.5636740664747023,-0.5002397510893574
0,2,male,30.0,0,0,13.0,S,Second,man,True,no,True,0.052771445601421274,-0.38447464817852084
0,3,male,28.0,1,0,7.75,Q,Third,man,True,no,False,-0.10133993241760961,-0.49017322040145855
1,1,female,31.0,1,0,113.275,C,First,woman,False,yes,False,0.12982713461093673,1.6343680812795898
1,3,female,27.0,0,0,7.925,S,Third,woman,False,yes,True,-0.17839562142712506,-0.48664993466069395
0,2,male,42.0,1,0,27.0,S,Second,man,True,no,False,0.9774397137156066,-0.10261178891735358
1,1,female,32.0,0,0,76.2917,C,First,woman,False,yes,True,0.20688282362045216,0.8897810325000521
0,2,male,30.0,0,0,10.5,S,Second,man,True,no,True,0.052771445601421274,-0.434807301618015
1,3,male,16.0,0,0,8.05,S,Third,man,True,yes,True,-1.026008200531795,-0.4841333019887193
0,2,male,27.0,0,0,13.0,S,Second,man,True,no,True,-0.17839562142712506,-0.38447464817852084
0,3,male,51.0,0,0,8.05,S,Third,man,True,no,True,1.6709409148012455,-0.4841333019887193
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,-0.10133993241760961,-0.48723782005286725
1,1,male,38.0,1,0,90.0,S,First,man,True,yes,False,0.6692169576775449,1.1657710777578991
0,3,male,22.0,0,0,9.35,S,Third,man,True,no,True,-0.5636740664747023,-0.4579603222001823
1,2,male,19.0,0,0,10.5,S,Second,man,True,yes,True,-0.7948411335032486,-0.434807301618015
0,3,male,20.5,0,0,7.25,S,Third,man,True,no,True,-0.6792575999889754,-0.5002397510893574
0,2,male,18.0,0,0,13.0,S,Second,man,True,no,True,-0.871896822512764,-0.38447464817852084
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,no,False,-0.10133993241760961,-0.13348181192486414
1,1,female,35.0,1,0,83.475,S,First,woman,False,yes,False,0.4380498906489985,1.0344028522808193
0,3,male,29.0,0,0,7.775,S,Third,man,True,no,True,-0.024284243408094167,-0.48966989386706367
0,2,male,59.0,0,0,13.5,S,Second,man,True,no,True,2.287386426877369,-0.374408117490622
1,3,female,5.0,4,2,31.3875,S,Third,child,False,yes,False,-1.8736207796364648,-0.014277982131041355
0,2,male,24.0,0,0,10.5,S,Second,man,True,no,True,-0.4095626884556714,-0.434807301618015
0,3,female,28.0,0,0,7.55,S,Third,woman,False,no,True,-0.10133993241760961,-0.4941998326766181
0,2,male,44.0,1,0,26.0,S,Second,man,True,no,False,1.1315510917346374,-0.12274485029315124
1,2,female,8.0,0,2,26.25,S,Second,child,False,yes,False,-1.6424537126079184,-0.11771158494920184
0,2,male,19.0,0,0,10.5,S,Second,man,True,no,True,-0.7948411335032486,-0.434807301618015
0,2,male,33.0,0,0,12.275,S,Second,man,True,no,True,0.2839385126299676,-0.3990711176759742
0,3,female,28.0,1,0,14.4542,C,Third,woman,False,no,False,-0.10133993241760961,-0.3551971503258359
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,yes,False,-0.10133993241760961,-0.33414199473902667
0,2,male,29.0,0,0,10.5,S,Second,man,True,no,True,-0.024284243408094167,-0.434807301618015
0,3,male,22.0,0,0,7.125,S,Third,man,True,no,True,-0.5636740664747023,-0.5027563837613321
0,3,male,30.0,0,0,7.225,C,Third,man,True,no,True,0.052771445601421274,-0.5007430776237524
0,1,male,44.0,2,0,90.0,Q,First,man,True,no,False,1.1315510917346374,1.1657710777578991
0,3,female,25.0,0,0,7.775,S,Third,woman,False,no,True,-0.3325069994461559,-0.48966989386706367
1,2,female,24.0,0,2,14.5,S,Second,woman,False,yes,False,-0.4095626884556714,-0.35427505611482435
1,1,male,37.0,1,1,52.5542,S,First,man,True,yes,False,0.5921612686680294,0.41187248809205507
0,2,male,54.0,1,0,26.0,S,Second,man,True,no,False,1.902107981829792,-0.12274485029315124
0,3,male,28.0,0,0,7.25,S,Third,man,True,no,True,-0.10133993241760961,-0.5002397510893574
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,no,False,-0.024284243408094167,-0.43556229141960745
0,1,male,62.0,0,0,26.55,S,First,man,True,no,True,2.5185534939059155,-0.11167166653646252
0,3,male,30.0,1,0,16.1,S,Third,man,True,no,False,0.052771445601421274,-0.3220621579135481
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,no,False,0.9003840247060911,-0.23926494300558024
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,yes,False,-0.024284243408094167,-0.33925981894075447
1,1,female,28.0,0,0,79.2,C,First,woman,False,yes,True,-0.10133993241760961,0.9483340148992845
1,1,female,30.0,0,0,86.5,S,First,woman,False,yes,True,0.052771445601421274,1.0953053629426073
1,1,female,35.0,0,0,512.3292,C,First,woman,False,yes,True,0.4380498906489985,9.668550782149426
1,2,female,50.0,0,1,26.0,S,Second,woman,False,yes,False,1.5938852257917302,-0.12274485029315124
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,-0.10133993241760961,-0.49017322040145855
1,3,male,3.0,4,2,31.3875,S,Third,child,False,yes,False,-2.0277321576554956,-0.014277982131041355
0,1,male,52.0,1,1,79.65,S,First,man,True,no,False,1.747996603810761,0.9573938925183935
0,1,male,40.0,0,0,0.0,S,First,man,True,no,True,0.8233283356965757,-0.6462044460638905
0,3,female,28.0,0,0,7.75,Q,Third,woman,False,no,True,-0.10133993241760961,-0.49017322040145855
0,2,male,36.0,0,0,10.5,S,Second,man,True,no,True,0.5151055796585139,-0.434807301618015
0,3,male,16.0,4,1,39.6875,S,Third,man,True,no,False,-1.026008200531795,0.15282642728807924
1,3,male,25.0,1,0,7.775,S,Third,man,True,yes,False,-0.3325069994461559,-0.48966989386706367
1,1,female,58.0,0,1,153.4625,S,First,woman,False,yes,False,2.210330737867854,2.443465485319458
1,1,female,35.0,0,0,135.6333,S,First,woman,False,yes,True,0.4380498906489985,2.084509107438086
0,1,male,28.0,0,0,31.0,S,First,man,True,no,True,-0.10133993241760961,-0.022079543414162937
1,3,male,25.0,0,0,0.0,S,Third,man,True,yes,True,-0.3325069994461559,-0.6462044460638905
1,2,female,41.0,0,1,19.5,S,Second,woman,False,yes,False,0.9003840247060911,-0.25360974923583607
